fold,Arm,Model,Feature,Kind,Importance_raw,Importance_share,Rank
1,Structured,RandomForest,addr_state_NJ,structured,0.0,0.0,34
1,Structured,RandomForest,addr_state_NM,structured,0.00017,0.00017,28
1,Structured,RandomForest,addr_state_NV,structured,0.001467,0.001467,21
1,Structured,RandomForest,addr_state_NY,structured,0.0,0.0,33
1,Structured,RandomForest,addr_state_OK,structured,0.002599,0.002599,19
1,Structured,RandomForest,addr_state_PA,structured,0.006915,0.006915,15
1,Structured,RandomForest,addr_state_RI,structured,0.009394,0.009394,13
1,Structured,RandomForest,addr_state_SC,structured,0.103616,0.103616,4
1,Structured,RandomForest,addr_state_SD,structured,0.147915,0.147915,2
1,Structured+FinBERT,Logistic,acc_now_delinq,structured,0.0,0.0,50
1,Structured+FinBERT,Logistic,avg_cur_bal,structured,0.0,0.0,49
1,Structured+FinBERT,Logistic,chargeoff_within_12_mths,structured,0.068002,0.024276,11
1,Structured+FinBERT,Logistic,collections_12_mths_ex_med,structured,0.006827,0.002437,40
1,Structured+FinBERT,Logistic,delinq_amnt,structured,0.717779,0.256239,1
1,Structured+FinBERT,Logistic,dti,structured,0.147635,0.052704,3
1,Structured+FinBERT,Logistic,emp_length,structured,0.073153,0.026115,8
1,Structured+FinBERT,Logistic,mo_sin_old_rev_tl_op,structured,0.0,0.0,48
1,Structured+FinBERT,Logistic,mo_sin_rcnt_rev_tl_op,structured,0.0,0.0,47
1,Structured+FinBERT,Logistic,mo_sin_rcnt_tl,structured,0.042723,0.015252,24
1,Structured+FinBERT,Logistic,mort_acc,structured,0.084368,0.030118,7
1,Structured+FinBERT,Logistic,mths_since_last_delinq,structured,0.054642,0.019507,15
1,Structured+FinBERT,Logistic,mths_since_last_record,structured,0.01528,0.005455,34
1,Structured+FinBERT,Logistic,mths_since_recent_bc_dlq,structured,0.235652,0.084125,2
1,Structured+FinBERT,Logistic,mths_since_recent_inq,structured,0.009563,0.003414,39
1,Structured+FinBERT,Logistic,mths_since_recent_revol_delinq,structured,0.034267,0.012233,25
1,Structured+FinBERT,Logistic,num_accts_ever_120_pd,structured,0.043439,0.015507,22
1,Structured+FinBERT,Logistic,num_bc_sats,structured,0.046778,0.016699,18
1,Structured+FinBERT,Logistic,num_rev_accts,structured,0.031755,0.011336,27
1,Structured+FinBERT,Logistic,num_tl_120dpd_2m,structured,0.043578,0.015557,21
1,Structured+FinBERT,Logistic,num_tl_30dpd,structured,0.057868,0.020658,13
1,Structured+FinBERT,Logistic,open_acc,structured,0.0,0.0,44
1,Structured+FinBERT,Logistic,pct_tl_nvr_dlq,structured,0.033311,0.011892,26
1,Structured+FinBERT,Logistic,revol_bal,structured,0.020404,0.007284,30
1,Structured+FinBERT,Logistic,term,structured,0.048622,0.017357,17
1,Structured+FinBERT,Logistic,tot_cur_bal,structured,0.072875,0.026016,9
1,Structured+FinBERT,Logistic,total_il_high_credit_limit,structured,0.0,0.0,46
1,Structured+FinBERT,Logistic,addr_state_AL,structured,0.044767,0.015981,19
1,Structured+FinBERT,Logistic,addr_state_CO,structured,0.068175,0.024338,10
1,Structured+FinBERT,Logistic,addr_state_HI,structured,0.0,0.0,45
1,Structured+FinBERT,Logistic,addr_state_IL,structured,0.01465,0.00523,36
1,Structured+FinBERT,Logistic,addr_state_MD,structured,0.143129,0.051095,4
1,Structured+FinBERT,Logistic,addr_state_MS,structured,0.014999,0.005355,35
1,Structured+FinBERT,Logistic,addr_state_NV,structured,0.111771,0.039901,5
1,Structured+FinBERT,Logistic,addr_state_PA,structured,0.042834,0.015291,23
1,Structured+FinBERT,Logistic,addr_state_SC,structured,0.066587,0.023771,12
1,Structured+FinBERT,Logistic,addr_state_SD,structured,0.101019,0.036063,6
1,Structured+FinBERT,Logistic,addr_state_TN,structured,0.044592,0.015919,20
1,Structured+FinBERT,Logistic,addr_state_UT,structured,0.005986,0.002137,41
1,Structured+FinBERT,Logistic,addr_state_VT,structured,0.02781,0.009928,28
1,Structured+FinBERT,Logistic,purpose_debt_consolidation,structured,0.014019,0.005004,37
1,Structured+FinBERT,Logistic,purpose_home_improvement,structured,0.011749,0.004194,38
1,Structured+FinBERT,Logistic,purpose_vacation,structured,0.057238,0.020433,14
1,Structured+FinBERT,Logistic,home_ownership_RENT,structured,0.016468,0.005879,33
1,Structured+FinBERT,Logistic,fb:has_desc,FinBERT,0.02299,0.008207,29
1,Structured+FinBERT,Logistic,fb:pca_001,FinBERT,0.019499,0.006961,32
1,Structured+FinBERT,Logistic,fb:pca_003,FinBERT,0.020029,0.00715,31
1,Structured+FinBERT,Logistic,fb:pca_004,FinBERT,0.005413,0.001932,43
1,Structured+FinBERT,Logistic,fb:pca_007,FinBERT,0.005896,0.002105,42
1,Structured+FinBERT,Logistic,fb:pca_012,FinBERT,0.053065,0.018944,16
1,Structured+FinBERT,XGBoost,acc_now_delinq,structured,0.0,0.0,50
1,Structured+FinBERT,XGBoost,avg_cur_bal,structured,0.0,0.0,49
1,Structured+FinBERT,XGBoost,chargeoff_within_12_mths,structured,21.89068,0.024747,10
1,Structured+FinBERT,XGBoost,collections_12_mths_ex_med,structured,24.454239,0.027645,5
1,Structured+FinBERT,XGBoost,delinq_amnt,structured,65.819839,0.074407,2
1,Structured+FinBERT,XGBoost,dti,structured,20.456312,0.023125,14
1,Structured+FinBERT,XGBoost,emp_length,structured,17.77228,0.020091,29
1,Structured+FinBERT,XGBoost,mo_sin_old_rev_tl_op,structured,0.0,0.0,48
1,Structured+FinBERT,XGBoost,mo_sin_rcnt_rev_tl_op,structured,0.0,0.0,47
1,Structured+FinBERT,XGBoost,mo_sin_rcnt_tl,structured,20.110268,0.022734,15
1,Structured+FinBERT,XGBoost,mort_acc,structured,24.329763,0.027504,6
1,Structured+FinBERT,XGBoost,mths_since_last_delinq,structured,19.24567,0.021757,17
1,Structured+FinBERT,XGBoost,mths_since_last_record,structured,21.108173,0.023862,12
1,Structured+FinBERT,XGBoost,mths_since_recent_bc_dlq,structured,38.590458,0.043625,3
1,Structured+FinBERT,XGBoost,mths_since_recent_inq,structured,22.465204,0.025396,9
1,Structured+FinBERT,XGBoost,mths_since_recent_revol_delinq,structured,21.045147,0.023791,13
1,Structured+FinBERT,XGBoost,num_accts_ever_120_pd,structured,11.132904,0.012585,36
1,Structured+FinBERT,XGBoost,num_bc_sats,structured,18.653488,0.021087,21
1,Structured+FinBERT,XGBoost,num_rev_accts,structured,0.0,0.0,43
1,Structured+FinBERT,XGBoost,num_tl_120dpd_2m,structured,18.558636,0.02098,23
1,Structured+FinBERT,XGBoost,num_tl_30dpd,structured,18.273638,0.020658,25
1,Structured+FinBERT,XGBoost,open_acc,structured,0.0,0.0,44
1,Structured+FinBERT,XGBoost,pct_tl_nvr_dlq,structured,23.657911,0.026744,8
1,Structured+FinBERT,XGBoost,revol_bal,structured,10.534757,0.011909,37
1,Structured+FinBERT,XGBoost,term,structured,14.844343,0.016781,35
1,Structured+FinBERT,XGBoost,tot_cur_bal,structured,17.54328,0.019832,30
1,Structured+FinBERT,XGBoost,total_il_high_credit_limit,structured,0.0,0.0,45
1,Structured+FinBERT,XGBoost,addr_state_AL,structured,0.0,0.0,46
1,Structured+FinBERT,XGBoost,addr_state_CO,structured,8.497505,0.009606,38
1,Structured+FinBERT,XGBoost,addr_state_HI,structured,0.0,0.0,42
1,Structured+FinBERT,XGBoost,addr_state_IL,structured,7.805904,0.008824,39
1,Structured+FinBERT,XGBoost,addr_state_MD,structured,23.920935,0.027042,7
1,Structured+FinBERT,XGBoost,addr_state_MS,structured,0.0,0.0,41
1,Structured+FinBERT,XGBoost,addr_state_NV,structured,17.221809,0.019469,32
1,Structured+FinBERT,XGBoost,addr_state_PA,structured,15.447205,0.017463,34
1,Structured+FinBERT,XGBoost,addr_state_SC,structured,33.548603,0.037926,4
1,Structured+FinBERT,XGBoost,addr_state_SD,structured,103.969734,0.117534,1
1,Structured+FinBERT,XGBoost,addr_state_TN,structured,0.0,0.0,40
1,Structured+FinBERT,XGBoost,addr_state_UT,structured,21.653036,0.024478,11
1,Structured+FinBERT,XGBoost,addr_state_VT,structured,16.753611,0.018939,33
1,Structured+FinBERT,XGBoost,purpose_debt_consolidation,structured,17.946625,0.020288,28
1,Structured+FinBERT,XGBoost,purpose_home_improvement,structured,18.144539,0.020512,27
1,Structured+FinBERT,XGBoost,purpose_vacation,structured,18.215879,0.020592,26
1,Structured+FinBERT,XGBoost,home_ownership_RENT,structured,19.086227,0.021576,18
1,Structured+FinBERT,XGBoost,fb:has_desc,FinBERT,19.040159,0.021524,19
1,Structured+FinBERT,XGBoost,fb:pca_001,FinBERT,19.694141,0.022264,16
1,Structured+FinBERT,XGBoost,fb:pca_003,FinBERT,18.526009,0.020943,24
1,Structured+FinBERT,XGBoost,fb:pca_004,FinBERT,17.359144,0.019624,31
1,Structured+FinBERT,XGBoost,fb:pca_007,FinBERT,18.697872,0.021137,20
1,Structured+FinBERT,XGBoost,fb:pca_012,FinBERT,18.574224,0.020998,22
1,Structured+FinBERT,RandomForest,acc_now_delinq,structured,0.0,0.0,50
1,Structured+FinBERT,RandomForest,avg_cur_bal,structured,0.0,0.0,49
1,Structured+FinBERT,RandomForest,chargeoff_within_12_mths,structured,0.048057,0.048057,7
1,Structured+FinBERT,RandomForest,collections_12_mths_ex_med,structured,0.024952,0.024952,11
1,Structured+FinBERT,RandomForest,delinq_amnt,structured,0.128471,0.128471,1
1,Structured+FinBERT,RandomForest,dti,structured,0.040792,0.040792,8
1,Structured+FinBERT,RandomForest,emp_length,structured,0.016923,0.016923,24
1,Structured+FinBERT,RandomForest,mo_sin_old_rev_tl_op,structured,0.0,0.0,48
1,Structured+FinBERT,RandomForest,mo_sin_rcnt_rev_tl_op,structured,0.0,0.0,47
1,Structured+FinBERT,RandomForest,mo_sin_rcnt_tl,structured,0.024581,0.024581,13
1,Structured+FinBERT,RandomForest,mort_acc,structured,0.007094,0.007094,25
1,Structured+FinBERT,RandomForest,mths_since_last_delinq,structured,0.004276,0.004276,27
1,Structured+FinBERT,RandomForest,mths_since_last_record,structured,0.058374,0.058374,5
1,Structured+FinBERT,RandomForest,mths_since_recent_bc_dlq,structured,0.050757,0.050757,6
1,Structured+FinBERT,RandomForest,mths_since_recent_inq,structured,0.039805,0.039805,9
1,Structured+FinBERT,RandomForest,mths_since_recent_revol_delinq,structured,0.072491,0.072491,4
1,Structured+FinBERT,RandomForest,num_accts_ever_120_pd,structured,0.0,0.0,38
1,Structured+FinBERT,RandomForest,num_bc_sats,structured,0.002665,0.002665,28
1,Structured+FinBERT,RandomForest,num_rev_accts,structured,0.0,0.0,44
1,Structured+FinBERT,RandomForest,num_tl_120dpd_2m,structured,0.000999,0.000999,31
1,Structured+FinBERT,RandomForest,num_tl_30dpd,structured,0.000258,0.000258,33
1,Structured+FinBERT,RandomForest,open_acc,structured,0.0,0.0,46
1,Structured+FinBERT,RandomForest,pct_tl_nvr_dlq,structured,0.000437,0.000437,32
1,Structured+FinBERT,RandomForest,revol_bal,structured,0.0,0.0,45
1,Structured+FinBERT,RandomForest,term,structured,0.0,0.0,42
1,Structured+FinBERT,RandomForest,tot_cur_bal,structured,0.000117,0.000117,35
1,Structured+FinBERT,RandomForest,total_il_high_credit_limit,structured,0.0,0.0,41
1,Structured+FinBERT,RandomForest,addr_state_AL,structured,0.0,0.0,40
1,Structured+FinBERT,RandomForest,addr_state_CO,structured,0.0,0.0,39
1,Structured+FinBERT,RandomForest,addr_state_HI,structured,0.0,0.0,43
1,Structured+FinBERT,RandomForest,addr_state_IL,structured,8.3e-05,8.3e-05,36
1,Structured+FinBERT,RandomForest,addr_state_MD,structured,0.006338,0.006338,26
1,Structured+FinBERT,RandomForest,addr_state_MS,structured,0.0,0.0,37
1,Structured+FinBERT,RandomForest,addr_state_NV,structured,0.000221,0.000221,34
1,Structured+FinBERT,RandomForest,addr_state_PA,structured,0.002034,0.002034,30
1,Structured+FinBERT,RandomForest,addr_state_SC,structured,0.078238,0.078238,3
1,Structured+FinBERT,RandomForest,addr_state_SD,structured,0.114882,0.114882,2
1,Structured+FinBERT,RandomForest,addr_state_TN,structured,0.002186,0.002186,29
1,Structured+FinBERT,RandomForest,addr_state_UT,structured,0.029152,0.029152,10
1,Structured+FinBERT,RandomForest,addr_state_VT,structured,0.022343,0.022343,16
1,Structured+FinBERT,RandomForest,purpose_debt_consolidation,structured,0.022199,0.022199,19
1,Structured+FinBERT,RandomForest,purpose_home_improvement,structured,0.021919,0.021919,20
1,Structured+FinBERT,RandomForest,purpose_vacation,structured,0.022989,0.022989,14
1,Structured+FinBERT,RandomForest,home_ownership_RENT,structured,0.022818,0.022818,15
1,Structured+FinBERT,RandomForest,fb:has_desc,FinBERT,0.022277,0.022277,18
1,Structured+FinBERT,RandomForest,fb:pca_001,FinBERT,0.024903,0.024903,12
1,Structured+FinBERT,RandomForest,fb:pca_003,FinBERT,0.021704,0.021704,21
1,Structured+FinBERT,RandomForest,fb:pca_004,FinBERT,0.021094,0.021094,23
1,Structured+FinBERT,RandomForest,fb:pca_007,FinBERT,0.02228,0.02228,17
1,Structured+FinBERT,RandomForest,fb:pca_012,FinBERT,0.021288,0.021288,22
2,Structured,Logistic,acc_now_delinq,structured,0.0,0.0,50
2,Structured,Logistic,acc_open_past_24mths,structured,0.313502,0.091685,2
2,Structured,Logistic,bc_open_to_buy,structured,0.021072,0.006162,34
2,Structured,Logistic,chargeoff_within_12_mths,structured,0.022722,0.006645,33
2,Structured,Logistic,delinq_2yrs,structured,0.212288,0.062085,5
2,Structured,Logistic,delinq_amnt,structured,0.474775,0.13885,1
2,Structured,Logistic,int_rate,structured,0.226647,0.066284,4
2,Structured,Logistic,mo_sin_old_il_acct,structured,0.0,0.0,49
2,Structured,Logistic,mo_sin_old_rev_tl_op,structured,0.0,0.0,48
2,Structured,Logistic,mo_sin_rcnt_tl,structured,0.000636,0.000186,43
2,Structured,Logistic,mort_acc,structured,0.13799,0.040356,7
2,Structured,Logistic,mths_since_last_delinq,structured,0.03187,0.00932,30
2,Structured,Logistic,mths_since_last_record,structured,0.098632,0.028845,10
2,Structured,Logistic,mths_since_recent_bc_dlq,structured,0.301529,0.088183,3
2,Structured,Logistic,mths_since_recent_inq,structured,0.072242,0.021127,15
2,Structured,Logistic,mths_since_recent_revol_delinq,structured,0.091205,0.026673,11
2,Structured,Logistic,num_actv_rev_tl,structured,0.039743,0.011623,25
2,Structured,Logistic,num_op_rev_tl,structured,0.144275,0.042194,6
2,Structured,Logistic,num_rev_accts,structured,0.006897,0.002017,41
2,Structured,Logistic,num_tl_30dpd,structured,0.038035,0.011123,28
2,Structured,Logistic,open_acc,structured,0.0,0.0,46
2,Structured,Logistic,percent_bc_gt_75,structured,0.0,0.0,47
2,Structured,Logistic,revol_util,structured,0.055834,0.016329,19
2,Structured,Logistic,tot_cur_bal,structured,0.038102,0.011143,27
2,Structured,Logistic,total_acc,structured,0.0,0.0,45
2,Structured,Logistic,total_bc_limit,structured,0.065351,0.019112,16
2,Structured,Logistic,total_rev_hi_lim,structured,0.013983,0.004089,37
2,Structured,Logistic,addr_state_AL,structured,0.008609,0.002518,39
2,Structured,Logistic,addr_state_AR,structured,0.050744,0.01484,20
2,Structured,Logistic,addr_state_AZ,structured,0.04286,0.012535,22
2,Structured,Logistic,addr_state_CO,structured,0.087394,0.025559,13
2,Structured,Logistic,addr_state_CT,structured,0.019875,0.005813,35
2,Structured,Logistic,addr_state_DC,structured,0.090371,0.026429,12
2,Structured,Logistic,addr_state_DE,structured,0.041891,0.012251,23
2,Structured,Logistic,addr_state_ID,structured,0.026143,0.007646,32
2,Structured,Logistic,addr_state_IL,structured,0.041454,0.012123,24
2,Structured,Logistic,addr_state_LA,structured,0.035381,0.010347,29
2,Structured,Logistic,addr_state_MD,structured,0.099249,0.029026,9
2,Structured,Logistic,addr_state_MO,structured,0.006428,0.00188,42
2,Structured,Logistic,addr_state_MS,structured,0.007849,0.002295,40
2,Structured,Logistic,addr_state_NE,structured,0.010488,0.003067,38
2,Structured,Logistic,addr_state_NH,structured,0.064697,0.018921,17
2,Structured,Logistic,addr_state_NJ,structured,0.076975,0.022512,14
2,Structured,Logistic,addr_state_NY,structured,0.0,0.0,44
2,Structured,Logistic,addr_state_OK,structured,0.057801,0.016904,18
2,Structured,Logistic,addr_state_OR,structured,0.027978,0.008182,31
2,Structured,Logistic,addr_state_PA,structured,0.019493,0.005701,36
2,Structured,Logistic,addr_state_RI,structured,0.046636,0.013639,21
2,Structured,Logistic,addr_state_SC,structured,0.038102,0.011143,26
2,Structured,Logistic,addr_state_SD,structured,0.111593,0.032636,8
2,Structured,XGBoost,acc_now_delinq,structured,0.0,0.0,50
2,Structured,XGBoost,acc_open_past_24mths,structured,25.848555,0.031815,7
2,Structured,XGBoost,bc_open_to_buy,structured,11.3286,0.013944,35
2,Structured,XGBoost,chargeoff_within_12_mths,structured,14.475861,0.017817,22
2,Structured,XGBoost,delinq_2yrs,structured,29.688976,0.036542,5
2,Structured,XGBoost,delinq_amnt,structured,47.158695,0.058045,4
2,Structured,XGBoost,int_rate,structured,22.383211,0.02755,8
2,Structured,XGBoost,mo_sin_old_il_acct,structured,0.0,0.0,49
2,Structured,XGBoost,mo_sin_old_rev_tl_op,structured,0.0,0.0,48
2,Structured,XGBoost,mo_sin_rcnt_tl,structured,14.584734,0.017951,21
2,Structured,XGBoost,mort_acc,structured,6.756353,0.008316,40
2,Structured,XGBoost,mths_since_last_delinq,structured,26.246458,0.032305,6
2,Structured,XGBoost,mths_since_last_record,structured,17.635876,0.021707,11
2,Structured,XGBoost,mths_since_recent_bc_dlq,structured,68.192627,0.083934,3
2,Structured,XGBoost,mths_since_recent_inq,structured,17.308031,0.021303,12
