fold,Arm,Model,Feature,Kind,Importance_raw,Importance_share,Rank
1,Structured,RandomForest,acc_open_past_24mths,structured,0.0,0.0,125
1,Structured,RandomForest,annual_inc,structured,0.075883,0.075883,3
1,Structured,RandomForest,avg_cur_bal,structured,0.0,0.0,124
1,Structured,RandomForest,bc_open_to_buy,structured,0.0,0.0,123
1,Structured,RandomForest,bc_util,structured,0.0,0.0,121
1,Structured,RandomForest,chargeoff_within_12_mths,structured,0.0,0.0,122
1,Structured,RandomForest,collections_12_mths_ex_med,structured,0.0,0.0,120
1,Structured,RandomForest,delinq_2yrs,structured,0.002527,0.002527,29
1,Structured,RandomForest,delinq_amnt,structured,0.0,0.0,119
1,Structured,RandomForest,dti,structured,0.052586,0.052586,8
1,Structured,RandomForest,emp_length,structured,0.029444,0.029444,14
1,Structured,RandomForest,inq_last_6mths,structured,0.028418,0.028418,15
1,Structured,RandomForest,int_rate,structured,0.12125,0.12125,1
1,Structured,RandomForest,loan_amnt,structured,0.043943,0.043943,12
1,Structured,RandomForest,mo_sin_old_il_acct,structured,0.0,0.0,118
1,Structured,RandomForest,mo_sin_old_rev_tl_op,structured,0.0,0.0,111
1,Structured,RandomForest,mo_sin_rcnt_rev_tl_op,structured,0.0,0.0,112
1,Structured,RandomForest,mo_sin_rcnt_tl,structured,0.0,0.0,113
1,Structured,RandomForest,mort_acc,structured,0.0,0.0,114
1,Structured,RandomForest,mths_since_last_delinq,structured,0.022966,0.022966,16
1,Structured,RandomForest,mths_since_last_major_derog,structured,0.0,0.0,115
1,Structured,RandomForest,mths_since_last_record,structured,0.00951,0.00951,17
1,Structured,RandomForest,mths_since_recent_bc,structured,0.0,0.0,116
1,Structured,RandomForest,mths_since_recent_bc_dlq,structured,0.0,0.0,104
1,Structured,RandomForest,mths_since_recent_inq,structured,0.0,0.0,117
1,Structured,RandomForest,mths_since_recent_revol_delinq,structured,0.0,0.0,108
1,Structured,RandomForest,num_accts_ever_120_pd,structured,0.0,0.0,107
1,Structured,RandomForest,num_actv_bc_tl,structured,0.0,0.0,110
1,Structured,RandomForest,num_actv_rev_tl,structured,0.0,0.0,109
1,Structured,RandomForest,num_bc_sats,structured,0.0,0.0,106
1,Structured,RandomForest,num_bc_tl,structured,0.0,0.0,105
1,Structured,RandomForest,num_il_tl,structured,0.0,0.0,95
1,Structured,RandomForest,num_op_rev_tl,structured,0.0,0.0,96
1,Structured,RandomForest,num_rev_accts,structured,0.0,0.0,97
1,Structured,RandomForest,num_tl_120dpd_2m,structured,0.0,0.0,98
1,Structured,RandomForest,num_tl_30dpd,structured,0.0,0.0,99
1,Structured,RandomForest,num_tl_90g_dpd_24m,structured,0.0,0.0,100
1,Structured,RandomForest,num_tl_op_past_12m,structured,0.0,0.0,101
1,Structured,RandomForest,open_acc,structured,0.03315,0.03315,13
1,Structured,RandomForest,pct_tl_nvr_dlq,structured,0.0,0.0,102
1,Structured,RandomForest,percent_bc_gt_75,structured,0.0,0.0,93
1,Structured,RandomForest,pub_rec,structured,0.00715,0.00715,21
1,Structured,RandomForest,pub_rec_bankruptcies,structured,0.004077,0.004077,25
1,Structured,RandomForest,revol_bal,structured,0.054216,0.054216,7
1,Structured,RandomForest,revol_util,structured,0.065573,0.065573,6
1,Structured,RandomForest,tax_liens,structured,0.0,0.0,103
1,Structured,RandomForest,term,structured,0.044207,0.044207,11
1,Structured,RandomForest,tot_coll_amt,structured,0.0,0.0,87
1,Structured,RandomForest,tot_cur_bal,structured,0.0,0.0,88
1,Structured,RandomForest,total_acc,structured,0.046348,0.046348,10
1,Structured,RandomForest,total_bal_ex_mort,structured,0.0,0.0,89
1,Structured,RandomForest,total_bc_limit,structured,0.0,0.0,90
1,Structured,RandomForest,total_il_high_credit_limit,structured,0.0,0.0,92
1,Structured,RandomForest,total_rev_hi_lim,structured,0.0,0.0,91
1,Structured,RandomForest,fico_midpoint,structured,0.070379,0.070379,4
1,Structured,RandomForest,credit_history_months,structured,0.050494,0.050494,9
1,Structured,RandomForest,initial_list_status_w,structured,0.0,0.0,94
1,Structured,RandomForest,addr_state_AL,structured,0.000148,0.000148,55
1,Structured,RandomForest,addr_state_AR,structured,7.6e-05,7.6e-05,61
1,Structured,RandomForest,addr_state_AZ,structured,0.000232,0.000232,50
1,Structured,RandomForest,addr_state_CA,structured,0.005088,0.005088,24
1,Structured,RandomForest,addr_state_CO,structured,0.000738,0.000738,42
1,Structured,RandomForest,addr_state_CT,structured,0.000286,0.000286,49
1,Structured,RandomForest,addr_state_DC,structured,0.000502,0.000502,46
1,Structured,RandomForest,addr_state_DE,structured,0.0,0.0,68
1,Structured,RandomForest,addr_state_FL,structured,0.002596,0.002596,28
1,Structured,RandomForest,addr_state_GA,structured,0.001865,0.001865,34
1,Structured,RandomForest,addr_state_HI,structured,0.0,0.0,82
1,Structured,RandomForest,addr_state_IA,structured,0.0,0.0,69
1,Structured,RandomForest,addr_state_ID,structured,0.0,0.0,70
1,Structured,RandomForest,addr_state_IL,structured,0.002178,0.002178,32
1,Structured,RandomForest,addr_state_IN,structured,0.0,0.0,84
1,Structured,RandomForest,addr_state_KS,structured,0.0,0.0,83
1,Structured,RandomForest,addr_state_KY,structured,4.6e-05,4.6e-05,62
1,Structured,RandomForest,addr_state_LA,structured,3.9e-05,3.9e-05,65
1,Structured,RandomForest,addr_state_MA,structured,0.001581,0.001581,37
1,Structured,RandomForest,addr_state_MD,structured,0.000457,0.000457,47
1,Structured,RandomForest,addr_state_MI,structured,0.000442,0.000442,48
1,Structured,RandomForest,addr_state_MN,structured,0.000146,0.000146,57
1,Structured,RandomForest,addr_state_MO,structured,0.000649,0.000649,43
1,Structured,RandomForest,addr_state_MS,structured,0.0,0.0,86
1,Structured,RandomForest,addr_state_MT,structured,0.0,0.0,85
1,Structured,RandomForest,addr_state_NC,structured,0.0,0.0,72
1,Structured,RandomForest,addr_state_NE,structured,0.0,0.0,71
1,Structured,RandomForest,addr_state_NH,structured,0.0,0.0,73
1,Structured,RandomForest,addr_state_NJ,structured,0.001988,0.001988,33
1,Structured,RandomForest,addr_state_NM,structured,1.8e-05,1.8e-05,67
1,Structured,RandomForest,addr_state_NV,structured,0.000153,0.000153,54
1,Structured,RandomForest,addr_state_NY,structured,0.002923,0.002923,27
1,Structured,RandomForest,addr_state_OH,structured,0.000534,0.000534,44
1,Structured,RandomForest,addr_state_OK,structured,0.000146,0.000146,56
1,Structured,RandomForest,addr_state_OR,structured,0.000102,0.000102,60
1,Structured,RandomForest,addr_state_PA,structured,0.002494,0.002494,30
1,Structured,RandomForest,addr_state_RI,structured,4.3e-05,4.3e-05,64
1,Structured,RandomForest,addr_state_SC,structured,0.000102,0.000102,59
1,Structured,RandomForest,addr_state_SD,structured,0.0,0.0,78
1,Structured,RandomForest,addr_state_TN,structured,0.0,0.0,77
1,Structured,RandomForest,addr_state_TX,structured,0.002327,0.002327,31
1,Structured,RandomForest,addr_state_UT,structured,4.5e-05,4.5e-05,63
1,Structured,RandomForest,addr_state_VA,structured,0.001176,0.001176,39
1,Structured,RandomForest,addr_state_VT,structured,0.0,0.0,76
1,Structured,RandomForest,addr_state_WA,structured,0.000829,0.000829,40
1,Structured,RandomForest,addr_state_WI,structured,0.000521,0.000521,45
1,Structured,RandomForest,addr_state_WV,structured,0.0,0.0,75
1,Structured,RandomForest,addr_state_WY,structured,0.0,0.0,74
1,Structured,RandomForest,purpose_credit_card,structured,0.008586,0.008586,18
1,Structured,RandomForest,purpose_debt_consolidation,structured,0.008029,0.008029,20
1,Structured,RandomForest,purpose_educational,structured,0.000163,0.000163,53
1,Structured,RandomForest,purpose_home_improvement,structured,0.001392,0.001392,38
1,Structured,RandomForest,purpose_house,structured,3.1e-05,3.1e-05,66
1,Structured,RandomForest,purpose_major_purchase,structured,0.001823,0.001823,36
1,Structured,RandomForest,purpose_medical,structured,0.000219,0.000219,51
1,Structured,RandomForest,purpose_moving,structured,0.000202,0.000202,52
1,Structured,RandomForest,purpose_other,structured,0.005699,0.005699,23
1,Structured,RandomForest,purpose_renewable_energy,structured,0.0,0.0,79
1,Structured,RandomForest,purpose_vacation,structured,0.000132,0.000132,58
1,Structured,RandomForest,purpose_wedding,structured,0.000789,0.000789,41
1,Structured,RandomForest,home_ownership_NONE,structured,0.0,0.0,81
1,Structured,RandomForest,home_ownership_OTHER,structured,0.0,0.0,80
1,Structured,RandomForest,home_ownership_OWN,structured,0.001865,0.001865,35
1,Structured,RandomForest,home_ownership_RENT,structured,0.0081,0.0081,19
1,Structured,RandomForest,verification_status_Source Verified,structured,0.004031,0.004031,26
1,Structured,RandomForest,verification_status_Verified,structured,0.005949,0.005949,22
1,Structured,RandomForest,grade_ord,structured,0.069402,0.069402,5
1,Structured,RandomForest,sub_grade_ord,structured,0.090996,0.090996,2
1,Structured+Lexicon,Logistic,acc_now_delinq,structured,0.0,0.0,133
1,Structured+Lexicon,Logistic,acc_open_past_24mths,structured,0.0,0.0,132
1,Structured+Lexicon,Logistic,annual_inc,structured,0.315665,0.042509,5
1,Structured+Lexicon,Logistic,avg_cur_bal,structured,0.0,0.0,131
1,Structured+Lexicon,Logistic,bc_open_to_buy,structured,0.0,0.0,130
1,Structured+Lexicon,Logistic,bc_util,structured,0.0,0.0,128
1,Structured+Lexicon,Logistic,chargeoff_within_12_mths,structured,0.0,0.0,129
1,Structured+Lexicon,Logistic,collections_12_mths_ex_med,structured,0.0,0.0,127
1,Structured+Lexicon,Logistic,delinq_2yrs,structured,0.029987,0.004038,61
1,Structured+Lexicon,Logistic,delinq_amnt,structured,0.0,0.0,126
1,Structured+Lexicon,Logistic,dti,structured,0.015794,0.002127,76
1,Structured+Lexicon,Logistic,emp_length,structured,0.016768,0.002258,73
1,Structured+Lexicon,Logistic,inq_last_6mths,structured,0.21145,0.028475,10
1,Structured+Lexicon,Logistic,int_rate,structured,0.514136,0.069236,1
1,Structured+Lexicon,Logistic,loan_amnt,structured,0.081841,0.011021,29
1,Structured+Lexicon,Logistic,mo_sin_old_il_acct,structured,0.0,0.0,125
1,Structured+Lexicon,Logistic,mo_sin_old_rev_tl_op,structured,0.0,0.0,118
1,Structured+Lexicon,Logistic,mo_sin_rcnt_rev_tl_op,structured,0.0,0.0,119
1,Structured+Lexicon,Logistic,mo_sin_rcnt_tl,structured,0.0,0.0,120
